9074159380X,教育业,12243.7,10666.86,12023.51,12266.52,9029.91,7047.95,6159.49,4996.59,7760.43,10820.65,12852.64,11426.47,14199.61,9392.39,9616.6,7809.0,9038.93,5990.65,6289.49,6607.41,8720.33,8383.88,9022.77,8375.66,11926.99,6218.59,9905.6,7368.05,5922.96,4053.75
9074178391X,教育业,32615.8,18963.2,15836.5,5905.4,7864.9,9548.3,10477.3,8106.8,7520.2,5463.5,,32618.6,29634.7,24300.8,21841.3,5553.5,,7775.0,10393.3,11949.5,8265.4,6998.9,17231.2,30323.0,35728.0,27720.8,13960.6,7095.5,8865.4,11676.8
9074199911X,教育业,15703.2,2146.8,7497.0,5299.6,8122.8,10444.0,10778.4,9552.8,8030.8,5431.6,10953.0,18555.8,10494.4,10742.8,10055.4,5222.0,7010.2,9601.2,9996.0,8533.8,6818.4,5229.6,11670.6,14949.2,16689.6,11214.0,10022.6,5120.4,7164.6,9856.2
9075439566X,教育业,19354.6,5305.4,7740.6,6794.6,7413.6,10790.0,13720.6,13937.2,10929.4,6894.6,14316.2,24008.4,12411.6,9497.4,13617.2,9703.4,11464.4,14197.8,16997.2,13672.6,11549.6,8514.0,12028.8,15866.4,17800.2,11052.2,10636.0,8382.4,10085.2,12871.0
9076515866X,教育业,5713.2,1283.6,1850.0,544.4,1409.6,1081.2,2051.2,1118.4,1957.6,897.6,2695.2,3455.2,3068.4,1326.4,2935.6,1254.8,2310.0,1820.8,3256.0,2402.8,2574.0,1478.4,2957.2,2694.8,3189.2,1321.2,2823.6,1041.2,2124.8,1229.6
9077518811X,教育业,1190.75,129.04,1080.29,125.51,1476.04,1019.25,1380.98,459.06,,481.78,1415.33,278.89,1192.33,281.88,1442.91,,1863.0,1088.88,1104.36,123.71,1142.92,146.26,1084.13,167.79,1088.18,63.74,1298.94,503.29,2133.67,1280.8
9077518837X,教育业,1045.57,26.26,1055.56,69.58,1185.6,263.39,1122.48,47.75,1040.35,108.71,1151.93,90.97,1146.95,207.34,1199.29,167.82,1327.59,88.25,1080.93,58.85,1098.62,120.12,1220.76,187.86,1150.65,136.77,2150.76,1620.86,6188.18,1601.24
9095054616X,教育业,2316.89,196.06,1446.33,468.34,1375.32,455.57,1577.63,570.04,1439.86,414.19,1642.64,568.29,1176.37,425.97,1828.1,349.43,1369.85,403.3,1459.03,437.31,1388.6,371.08,1391.16,715.28,2104.95,543.21,1606.25,351.17,1554.79,717.25
9095307098X,教育业,1304.5,90.65,1284.85,432.35,1403.05,506.3,1542.1,801.5,1639.15,449.9,1717.9,1324.7,1300.9,142.85,1512.4,441.05,1486.75,639.2,2065.3,1061.0,1511.8,1925.22,2344.15,1465.1,2155.15,566.75,1886.5,942.5,1942.75,987.2
9399475096X,教育业,1322.5,27.65,1106.35,156.65,1237.6,231.2,2460.55,1743.65,2542.45,1175.75,2365.15,1380.2,1299.55,697.1,2490.1,968.6,1834.9,2640.5,4296.4,2329.25,2227.6,1881.2,3138.7,2252.45,4678.9,2737.1,4438.0,3440.45,3562.9,1952.6
9399485486X,教育业,2528.2,14.6,4913.2,5488.4,6056.2,3065.6,3338.8,3828.8,6533.8,2597.0,4079.8,3704.6,1995.4,2461.4,5422.0,4044.2,5350.6,5708.6,4712.2,3338.0,6224.2,4678.4,5703.4,3944.6,3771.4,3612.8,16570.0,21173.6,12035.8,10.4
9399486030X,教育业,4129.0,397.4,4167.4,2487.2,1970.2,606.2,2078.8,6705.8,10701.4,9197.0,11288.8,14939.0,2875.0,8026.4,13936.6,10425.8,11110.6,1844.0,1531.6,1178.0,1754.8,635.6,1609.6,706.4,1550.8,788.6,6257.8,5520.8,5251.6,281.0
9399659989X,教育业,2628.1,1183.1,3811.9,2931.2,4363.0,3846.2,5711.5,12727.4,10411.3,3425.0,6029.8,4803.5,2644.0,3669.5,7178.5,6050.6,6921.1,6185.3,7774.6,6458.3,7858.3,5514.2,5097.7,6666.8,7023.7,3430.4,13425.7,11939.3,13541.8,6314.0
9399674984X,教育业,3978.4,1206.5,4810.0,3998.6,4600.0,3368.0,4318.0,2826.5,3113.2,2008.1,3186.1,3324.8,1634.2,574.7,3270.1,4467.2,5564.2,5336.6,6880.6,6519.2,7607.2,4649.9,6484.0,6829.1,6891.7,4051.1,7414.9,6182.3,6960.4,403.4
9333664186X,教育业,31658.0,11984.0,39749.0,49195.0,54204.0,58210.0,68899.0,61637.0,51918.0,40444.0,46955.0,47204.0,36129.0,19402.0,49800.0,42795.0,44869.0,47351.0,50217.0,63169.0,39961.0,30937.0,25758.0,26408.0,30496.0,18719.0,25198.0,16501.0,21298.0,30481.0
9334900613X,教育业,3396.0,14.4,9353.6,18628.8,22811.6,22017.2,22391.2,20097.2,21708.8,16770.0,21201.2,20856.8,2777.6,9.2,21204.4,21127.2,24716.0,20522.8,22235.6,22495.2,13246.0,20497.6,20615.6,9649.6,1830.0,11.2,17124.8,8902.8,15423.6,14342.8
9335199409X,教育业,19117.77,8091.62,6799.76,1824.75,2364.97,2814.15,4121.04,3393.39,3150.89,1746.04,11644.19,,11359.97,10304.61,10262.29,1635.56,2114.58,2285.83,4509.03,3237.11,2953.77,3633.26,15071.9,23144.72,26744.2,17935.57,6453.86,1564.91,2494.07,2760.14
9339416503X,教育业,3178.07,178.72,2160.66,1503.43,1945.73,1609.54,3000.93,2250.13,2795.77,1250.98,3103.59,3057.75,2641.66,1733.39,3440.91,1607.81,2739.31,2328.95,3421.03,2331.94,2926.95,1626.91,3554.14,3160.49,3981.02,2426.22,3213.2,1400.1,2743.1,2289.17
9367375793X,教育业,3139.87,1503.8,2284.55,931.02,2004.37,1428.24,2584.94,1813.6,2399.69,1053.05,2271.41,1961.45,2997.33,1476.35,2403.86,805.41,2005.2,1307.35,2505.14,1461.5,2179.95,976.69,2044.92,1608.33,2979.91,1741.93,2220.22,851.28,1914.02,1310.0
9368403914X,教育业,3501.2,1180.0,2171.2,634.0,1717.2,903.2,1937.6,993.2,2110.8,811.6,1854.4,1750.0,1539.2,648.4,2575.6,807.2,1781.2,952.8,1928.4,981.6,2006.0,732.8,1783.2,1070.0,3405.6,908.8,2394.4,769.6,1700.4,760.8
9375910856X,教育业,12583.6,2900.9,6159.1,5932.1,9445.9,17767.7,11876.8,11363.6,11690.2,10501.1,13200.1,14023.7,15173.5,,8535.4,5987.3,10771.9,18360.5,24251.8,19969.1,13775.8,11318.6,12530.8,10790.3,17408.8,10111.1,13164.1,7878.8,11195.8,14470.7
9555376369X,教育业,2200.0,902.75,2285.8,1341.65,2021.8,1243.85,2764.3,8323.25,8242.0,6430.4,11859.7,15838.85,18052.15,13879.55,17048.35,12363.35,11583.4,8975.75,19273.15,17106.2,14888.65,13147.7,18672.25,25417.85,29556.1,22039.7,21288.7,13074.65,16180.3,15545.6
9573181898X,教育业,3976.9,77.0,2378.8,589.1,1692.7,888.8,2212.3,1404.2,,626.9,3824.8,4745.0,,907.4,1509.7,434.3,1449.1,702.5,1921.3,749.6,1528.9,548.0,2143.9,1792.4,3383.2,381.2,1742.2,506.9,1465.6,1154.6
9573559155X,教育业,1036.23,10.46,1105.92,162.15,1221.46,577.83,1591.71,484.78,1220.78,179.57,1063.73,11.34,1056.35,13.99,1027.29,9.67,1025.96,34.59,1090.44,23.58,1039.39,12.87,1035.0,41.0,1027.27,11.38,1026.51,22.22,1062.93,11.79
9606395401X,教育业,13545.76,9765.57,7562.45,6931.8,7313.28,11062.71,12991.15,11605.44,9876.7,5306.66,6904.12,6872.67,6541.68,5022.18,9000.67,6032.06,8904.48,10927.99,13248.03,10963.41,8221.11,5715.9,7612.43,7264.83,6680.94,5146.31,7311.73,4828.19,7494.63,10707.14
9606396599X,教育业,3713.75,1880.63,4906.99,4059.28,11648.79,16596.35,16275.61,13615.67,12381.2,7903.75,12776.99,17578.29,11868.83,11196.45,11757.17,6922.76,8189.43,11880.69,16541.47,12764.7,9616.4,6627.23,14718.68,15032.33,14391.73,9512.62,8932.79,5903.74,7253.02,11665.05
9648614491X,教育业,7180.8,1216.0,5861.2,4132.0,6761.6,7023.2,7457.6,10454.8,10475.6,5232.8,6190.8,7992.8,2354.8,2976.8,7257.6,6008.0,5735.6,5136.0,7493.6,5508.8,6571.6,4226.8,6720.8,7386.0,10211.2,2873.2,6755.6,4838.8,5053.6,8552.0
9665844184X,教育业,2764.62,968.32,2387.06,1749.53,3866.21,3485.52,4753.87,3937.49,4226.53,1998.43,3048.29,2247.39,2829.36,1731.07,3104.92,1907.42,3788.32,3960.85,5395.42,4087.9,3929.07,2261.9,3477.78,2663.91,3316.33,2053.5,3610.83,2676.02,3680.73,3136.53
9686563888X,教育业,1884.4,57.8,9017.2,4390.4,5338.0,5620.4,5011.6,5270.6,8088.4,5040.8,42355.0,7556.0,4563.4,2714.0,12270.47,35583.8,10171.6,11952.8,10057.0,11678.6,20387.2,24604.4,12569.2,5477.0,3825.4,2601.8,15196.6,8678.6,11229.4,13955.0
9799130445X,教育业,5332.49,1266.04,1811.08,1217.6,3347.56,2605.55,2361.04,1325.03,2138.14,1224.17,2836.92,2861.03,3257.96,1491.3,2799.19,1627.96,2760.51,1938.7,4012.84,2607.1,2135.51,1783.73,3361.84,3316.94,5218.03,2503.64,4183.95,2575.3,3365.24,2911.81
9794395337X,教育业,23532.07,14433.04,40258.35,36922.89,27333.09,16112.07,22704.71,,18258.91,20713.02,19497.52,21242.94,13410.51,16683.45,25756.72,18334.12,11907.05,5103.37,1679.02,7939.51,12131.26,14088.79,12475.26,5338.77,18830.51,13957.69,14555.02,17920.64,21014.75,19349.66
9740567683X,教育业,10221.6,1594.8,13622.8,14127.6,10507.6,12063.6,12553.6,11208.4,15731.2,11382.4,13547.6,24837.2,15088.4,14200.4,24076.4,18686.0,20240.4,19393.2,26468.0,24626.4,20272.4,17233.2,22246.0,21638.8,19533.6,16620.4,25951.6,20466.8,23782.4,26486.8
9747963084X,教育业,1054.14,86.44,1058.9,65.74,1122.27,61.65,1061.37,71.19,1085.3,26.6,1115.76,80.46,1076.21,55.3,1142.75,82.51,1088.56,69.14,1090.05,54.91,1054.7,90.57,1103.51,101.58,1111.16,80.5,1074.84,144.16,1124.67,145.05
9075439598X,煤矿业,34285.8,24749.4,21648.8,15497.4,14118.6,20153.6,22655.8,21782.8,16270.0,,26959.2,37854.2,35417.4,23295.8,25446.2,13814.2,13922.0,17280.2,25575.4,21488.6,14963.2,35192.84,27955.0,30552.2,33320.6,23682.2,25802.6,12226.8,14654.8,19366.8
9075439553X,煤矿业,4818.0,1697.6,2193.6,276.0,1373.2,834.0,1889.2,868.8,1479.2,292.8,2700.0,4206.0,4472.4,3097.2,3528.8,369.6,1278.4,873.2,2108.4,1243.6,1528.0,951.2,5142.4,4854.0,6772.8,4456.0,4166.4,692.4,2136.4,3530.8
9399481608X,煤矿业,8643.7,3275.75,5096.35,2578.4,2608.9,2479.1,4177.6,3140.75,3270.4,2399.9,6161.35,10672.4,6245.65,4334.15,6539.2,2212.7,2544.85,2082.2,4072.15,2731.7,3013.45,2614.7,6146.65,6997.25,8904.25,5688.95,5827.0,2122.55,3119.65,4202.75
9364071854X,煤矿业,1130.8,83.3,1091.2,72.2,1090.3,71.3,1091.2,275.3,1606.3,79.1,1090.3,78.5,1109.5,74.9,1089.1,1007.31,1121.2,68.9,1087.0,71.9,1086.4,79.1,1085.8,71.3,1125.4,67.4,1090.9,70.1,1088.2,68.6
9376956491X,煤矿业,8705.53,2112.97,3305.53,921.48,1656.14,1079.44,2605.76,,1970.29,1703.54,5654.34,9863.27,7161.12,7366.97,,848.88,1934.46,1692.71,3386.12,1933.52,1914.2,2144.72,6586.71,8848.6,12365.08,8712.41,7150.68,1828.43,2533.24,1212.74
9384883695X,煤矿业,25093.0,16191.8,13708.0,10215.2,11501.8,22069.4,28306.0,33731.6,22930.6,10537.4,19588.0,,25097.2,15227.6,16312.6,8100.8,9232.0,21142.4,35519.2,31686.2,15317.8,7680.8,15670.6,26717.6,26324.2,21401.6,15701.8,7352.6,10978.0,27878.6
9589914500X,煤矿业,2072.5,130.1,24471.4,17246.0,23123.5,28911.8,17591.5,18574.4,31890.7,21809.0,25327.6,6473.6,1320.7,1271.0,7879.3,30756.2,17722.6,21428.0,14796.1,5528.6,7927.3,13799.6,7306.0,2380.1,1905.1,1029.5,19659.7,12234.2,11396.8,7570.4
9678489451X,煤矿业,47843.2,29268.8,17661.2,9912.0,10910.8,15505.6,15813.6,15869.6,12646.0,9856.8,25886.4,50852.0,40512.8,17360.0,7880.4,5133.2,5607.6,5673.6,22854.0,25840.0,18834.0,15290.0,24006.0,44448.8,58803.6,44952.0,28946.0,14228.0,19882.8,32560.0
9683996067X,煤矿业,2842.0,493.0,1558.0,448.0,1561.0,1420.0,2495.0,2495.0,2749.0,2846.0,4756.0,21757.0,25041.0,6061.0,7813.0,4157.0,6064.0,10833.0,16249.0,13559.0,9604.0,7364.0,13703.0,19477.0,23040.0,13712.0,12791.0,15649.0,27396.0,17259.0
9730851954X,煤矿业,9488.43,4063.87,6203.16,4885.63,4775.75,6187.25,6726.45,6098.23,4893.17,3316.37,6965.64,10611.97,10787.17,5726.07,6539.91,3740.2,5300.64,6923.79,8934.12,7571.13,6013.65,5600.88,7406.78,7035.49,7764.4,5667.64,7039.96,3341.48,4486.66,5711.05
9736949358X,煤矿业,1630.87,482.49,1801.48,762.28,1734.32,767.73,1806.76,899.79,1903.98,697.81,1891.04,946.29,1630.75,766.35,1859.17,891.11,1909.12,973.56,2020.79,1062.08,1962.23,714.42,1918.1,802.98,1768.93,579.94,1915.32,948.02,1904.59,957.71
9070001484X,娱乐业,23761.6,12589.2,23492.4,25260.8,26845.6,29149.2,33804.8,33203.2,27504.8,24177.6,27557.6,37056.8,25143.2,14917.6,29640.8,34181.2,37227.2,35141.6,39680.4,40480.4,33476.4,27719.6,33984.0,32120.8,39647.2,29947.2,33952.4,28431.6,26229.2,28655.2
9070048905X,娱乐业,32611.45,24995.45,27079.75,26258.9,26780.05,30654.95,1947.7,919.7,2442.25,1296.8,3280.6,2612.75,3682.9,2400.8,3067.9,1790.6,2380.75,1888.7,2440.0,1199.3,2541.7,2247.8,3151.45,2442.2,4463.2,3286.55,3340.0,1739.6,2745.55,2469.2
9074933471X,娱乐业,6779.46,4830.58,3825.79,1681.25,2386.49,1989.56,2944.58,2126.05,2604.41,1476.29,3883.12,5422.56,6821.14,4054.94,4031.11,1681.36,2583.06,2592.7,4162.05,2841.9,2864.2,2129.49,4388.35,4302.83,6104.86,4404.9,3965.71,1712.52,3002.7,2654.45
9075909358X,娱乐业,3503.82,2526.33,3382.63,2130.65,3130.3,4277.97,5782.22,5837.72,4069.32,1891.16,2967.54,2199.58,3367.41,1894.21,3009.0,1838.39,2726.35,3239.32,6516.72,4595.77,2790.58,1752.97,2830.65,2080.21,3118.2,2053.18,3185.92,2028.24,3159.12,4844.41
9075909417X,娱乐业,1572.31,381.92,1197.87,101.55,1113.29,111.52,1199.89,185.61,1186.1,104.81,1100.15,612.82,1823.19,487.5,1148.89,53.83,1065.74,83.87,1073.01,62.73,1073.14,46.35,1166.61,253.65,1286.11,199.54,1112.77,57.3,1081.08,58.08
9075034517X,娱乐业,10935.2,4102.0,9746.0,10836.4,13508.0,16190.0,17994.4,17111.2,14227.6,11269.2,,11296.4,8212.0,8663.6,12442.4,11452.0,15743.6,19366.0,22503.6,17318.4,12939.6,9709.6,9436.0,8871.2,8723.6,8409.2,11481.6,10996.4,14888.4,20563.2
9075314879X,娱乐业,4438.2,998.2,3082.4,2591.0,3764.8,4272.6,6189.8,5178.2,5398.4,3506.8,4406.2,4484.2,4436.0,2750.4,4638.8,3663.0,5035.0,5593.4,8415.4,6872.8,5938.2,4029.8,4780.0,4150.6,6281.2,4116.0,6424.0,5495.8,7186.2,8411.8
9075407580X,娱乐业,2367.43,451.82,2056.66,1229.86,2677.71,1952.06,3085.32,2290.87,2770.45,1113.79,2028.54,1287.05,1679.72,773.53,1211.76,1977.16,4805.97,3662.23,5154.31,3915.55,4519.36,2670.0,3376.33,2498.45,3160.78,1951.96,3501.38,2841.35,4318.13,3985.82
9075407595X,娱乐业,2605.81,1282.19,1652.72,605.5,1784.04,1012.81,2123.29,1218.58,2032.41,710.99,1678.08,672.96,1669.93,554.56,1659.69,627.64,1776.03,976.21,2161.2,1183.24,2030.38,701.63,1441.35,606.86,1601.61,556.78,1637.84,780.44,2183.54,1777.69
9075408959X,娱乐业,2336.45,1008.37,1640.76,665.87,1780.05,1089.65,1996.16,,1884.91,614.74,1589.56,529.26,1156.02,206.7,1538.28,624.87,1837.76,1615.03,3211.78,1750.64,2641.25,1903.31,2604.5,1702.5,1433.97,772.26,2098.01,1604.31,2949.44,3471.46
9075408963X,娱乐业,3856.45,1072.86,2767.48,2017.35,3350.49,3608.53,4910.04,4405.64,4888.93,2819.17,,3541.94,2606.08,,3592.54,2451.31,3818.39,4294.14,6628.17,4809.66,4291.21,2518.75,3396.35,2607.04,1745.58,968.9,2465.61,1483.87,2793.56,3030.04
9075408976X,娱乐业,1563.57,164.72,1533.52,602.26,1719.74,1039.8,1944.53,1045.31,1809.8,688.35,1703.14,689.88,1245.05,479.56,1662.04,622.96,1680.66,731.4,1896.64,897.14,1635.0,609.0,1593.88,551.21,1879.82,681.54,1681.25,633.6,1635.86,677.68
9075476874X,娱乐业,1409.23,117.81,1141.01,172.99,1182.66,164.29,1133.27,168.7,1172.28,110.52,1211.53,287.27,1506.69,122.53,1189.85,87.56,1089.21,90.51,1111.16,90.75,1095.02,70.23,1112.73,150.99,1202.32,101.4,1153.57,95.05,1113.1,82.77
9075476887X,娱乐业,1231.45,61.52,1214.4,168.25,1148.47,151.25,1205.44,178.02,1168.2,178.99,1200.6,211.36,1122.9,182.1,1280.72,215.0,1209.96,220.39,1300.02,231.08,1193.3,209.18,1219.54,235.18,1460.3,226.78,1308.21,305.5,1254.12,225.51
9075476899X,娱乐业,1093.39,32.74,1103.59,92.78,1114.72,270.11,1411.62,464.53,1235.64,118.61,1140.33,120.03,1060.0,73.52,1137.57,111.92,1147.97,406.67,1671.09,612.55,1383.44,168.09,1198.01,183.83,1185.26,118.07,1195.62,188.05,1204.23,586.29
9075476994X,娱乐业,1169.54,81.51,1125.46,110.0,1147.41,308.55,1425.14,420.87,1304.14,147.11,1169.59,195.53,1199.31,176.24,1203.08,169.67,1192.88,348.94,1614.59,544.83,1264.47,200.96,1229.17,223.41,1302.14,243.32,1262.43,334.66,1528.42,829.92
9075476917X,娱乐业,2088.43,538.65,1240.13,191.79,1232.45,170.44,1125.7,157.61,1146.49,142.95,1176.2,244.94,1262.26,151.37,1221.17,150.73,1159.82,209.77,1246.32,192.89,1132.98,162.12,1213.47,336.4,1441.9,301.43,1223.66,144.5,1164.28,223.44
9075476909X,娱乐业,1032.12,14.53,1031.45,16.14,1032.78,20.67,1035.05,20.08,1036.76,19.8,1037.6,23.64,1032.04,14.61,1034.36,20.53,1038.66,16.3,1037.5,18.0,1035.39,18.32,1035.06,18.97,1037.53,16.34,1036.04,15.21,1034.66,25.95
9075476933X,娱乐业,1036.47,22.86,1039.6,21.31,1037.63,25.26,1045.15,22.31,1040.82,22.74,1038.65,20.4,1026.92,17.45,1032.12,18.27,1038.13,21.47,1038.63,20.17,1040.73,21.93,1039.71,22.55,1041.07,17.01,1042.57,20.09,1038.3,22.59
9075476946X,娱乐业,1248.57,47.17,1075.73,81.9,1118.23,123.05,1174.18,180.51,1158.4,109.15,1151.3,127.74,1111.66,96.91,1122.12,100.71,1126.51,157.84,1354.78,148.3,1133.86,87.62,1104.28,90.21,1128.26,104.0,1114.33,94.95,1148.39,264.54
9075499069X,娱乐业,1069.95,8.01,1039.2,28.12,1042.39,35.27,1041.27,26.87,1035.67,24.4,1046.24,38.36,1025.01,15.8,1041.82,26.6,1044.69,25.63,1046.36,31.19,1063.37,27.39,1037.34,45.22,1054.84,20.49,1042.53,39.03,1046.54,34.5
9075499070X,娱乐业,1294.52,39.71,1054.49,41.74,1057.25,40.49,1124.88,86.68,1079.08,52.7,1167.29,530.76,1177.49,85.26,1091.98,37.72,1039.09,45.71,1067.09,134.76,1053.11,63.89,1073.49,326.45,1350.27,165.12,1107.39,87.64,1115.7,193.54
9075517830X,娱乐业,1657.47,176.88,1061.04,92.06,1140.93,174.85,1198.53,145.12,1111.8,69.0,1178.25,568.93,1477.81,310.09,1155.88,73.83,1084.31,81.85,1108.83,88.39,1090.37,60.29,1134.64,135.5,1113.89,87.56,1096.65,81.39,1102.06,102.86
9075539758X,娱乐业,1024.03,8.03,1024.14,8.13,1024.14,8.08,1024.11,8.13,1025.12,8.12,1024.14,8.12,1024.04,8.1,1024.1,8.12,1024.09,8.1,1024.16,8.11,1024.12,8.17,1141.91,18.47,1064.25,62.36,1140.49,132.28,1150.89,36.61
9075539774X,娱乐业,1034.23,17.44,1034.43,18.24,1035.47,24.31,1037.95,19.77,1033.98,18.29,1036.0,19.31,1034.61,17.51,1036.16,18.67,1033.84,17.62,1033.82,17.91,1035.56,18.17,1035.75,19.74,1034.07,17.14,1034.53,17.82,1034.05,17.49
9075539894X,娱乐业,1038.97,11.64,1037.91,30.45,1055.67,45.6,1069.58,53.25,1088.34,42.67,1065.11,56.04,1035.91,30.63,1043.44,26.78,1038.12,31.99,1049.08,36.93,1058.49,84.87,1100.49,109.02,1115.88,71.93,1086.7,94.62,1115.93,96.15
9075560976X,娱乐业,1360.12,226.96,1230.12,264.67,1424.14,740.37,1780.99,898.01,1602.7,397.0,1510.78,690.89,1339.8,344.92,1461.83,399.48,1549.46,974.9,2383.03,1007.74,1549.93,333.33,1375.16,391.14,1390.0,317.71,1494.12,704.85,1793.53,1154.8
9075609199X,娱乐业,1506.75,174.17,1377.95,526.25,1628.07,903.38,2121.49,1119.24,1665.04,523.27,1574.93,585.14,1304.64,256.36,1555.59,538.22,1548.28,787.25,2252.35,907.4,1588.48,524.0,1521.1,518.92,1527.01,402.57,1615.67,530.46,1644.81,1095.66
9075609141X,娱乐业,3475.42,599.44,1622.07,701.26,1691.35,1189.69,2003.97,814.3,1579.26,605.86,1907.62,1065.12,1569.75,713.56,1968.15,707.8,1717.52,1053.55,2158.16,1357.77,1894.7,851.06,2022.58,1121.92,2299.44,1051.63,2116.97,908.25,1873.41,986.59
9075869861X,娱乐业,1825.0,463.4,1301.05,267.05,1487.05,576.2,1703.05,700.55,1376.8,178.7,1336.75,700.25,1669.0,295.55,1354.15,220.4,1372.45,602.75,1777.3,639.05,1420.45,254.15,1208.65,579.35,1723.3,417.65,1246.9,273.8,1378.0,597.2
9075900504X,娱乐业,19561.0,11197.4,18423.2,21112.2,25160.8,25814.2,32137.4,34859.2,36725.2,18254.8,22108.8,25016.0,17485.6,15646.4,24600.8,20485.2,22952.8,26852.4,34154.0,32975.6,28555.2,19410.4,20601.6,21724.0,19476.8,13642.0,17659.2,15155.6,16932.0,21180.4
9076940091X,娱乐业,7319.25,2611.9,4292.09,2365.9,3590.48,3934.79,4772.87,4196.74,4897.29,2721.36,4908.26,6209.39,6146.68,3651.47,4745.61,2661.75,3804.53,4310.97,5922.45,2275.4,2376.15,997.36,1965.89,1142.35,1928.09,770.54,1968.23,522.15,1667.5,1161.6
9076940014X,娱乐业,5113.0,1046.6,3591.7,3237.65,5001.7,6186.35,8853.4,8066.9,6232.15,4043.9,5272.3,5358.65,3202.6,3131.15,5426.05,4122.95,5797.45,7277.6,9951.7,9045.35,7619.65,5676.05,7542.25,6777.8,6746.8,3312.2,4087.75,3776.15,6278.35,7721.6
9076940039X,娱乐业,5138.2,1418.15,4107.85,3225.35,5150.95,5740.55,6611.65,5378.6,5140.15,3358.55,4705.3,4326.5,2794.75,2402.6,4335.1,3221.6,4433.5,4726.7,6950.95,6261.5,5367.1,4357.25,6383.2,6027.65,8501.05,4847.3,6953.35,5554.25,6968.65,8618.0
9076075919X,娱乐业,5542.8,4163.43,5795.83,4439.45,5992.47,7125.57,8804.67,7967.0,4548.95,6071.35,6774.05,5101.87,6299.47,4460.04,5419.18,4137.69,6214.18,6822.3,9379.99,7588.88,6354.65,5081.65,5140.3,4298.04,5576.46,3678.34,4913.31,3427.4,4650.76,4719.18
9076076595X,娱乐业,23813.2,12243.8,13217.9,9494.6,11014.2,14036.9,16819.3,17732.2,15278.4,10783.3,18788.1,27230.6,23181.8,10158.0,18918.4,10796.9,14661.5,19779.4,22959.6,16607.8,14430.3,12488.7,18002.9,24747.1,22629.6,16740.5,14132.0,9228.4,14579.4,26830.0
